Legend
======
Order:       curve order
Px,Py,Pz:    coordinates of point P on the centerline
Tx,Ty,Tz:    coordinates of the direction of the Tangent vector to point P
Nx,Ny,Nz:    coordinates of the direction of the Normal vector to point P
BNx,BNy,BNz: coordinates of the direction of the Binormal vector to point P
Dfit:        diameter of the best fit circle in point P
Dmin:        diameter of the inscribing circle in point P
Dmax:        diameter of the subscribing circle in point P
C:           curvature in point P
Dh:          hydraulic diameter in point P
Xh:          hydraulic ratio in point P
Scf:         distance of circumference in point P
Area:        sectional area in point P
E:           ellipticity in point P


Order: Cubic

[Main Branch Set] Branch Segment 1:

Point (26.9037, -201.4906, 1864.2808) connects to:
    Branch Segment 2
    Branch Segment 5

        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz       Dfit       Dmin       Dmax          C         Dh         Xh        Scf       Area          E
   37.7271  -187.6550  1849.8041     0.4836     0.8640    -0.1401    -0.8363     0.5034     0.2172     0.2582     0.0121     0.9660     3.5490     2.6937     3.9995     0.0528     3.4294     0.8575    11.4826     9.8446     0.5523
   37.8237  -187.4806  1849.7761     0.4767     0.8681    -0.1382    -0.8285     0.4962     0.2597     0.2940    -0.0093     0.9558     3.5336     2.6948     3.9925     0.0298     3.4152     0.8554    11.4224     9.7523     0.5428
   37.9192  -187.3053  1849.7483     0.4706     0.8715    -0.1382    -0.8753     0.4412    -0.1980    -0.1116     0.2142     0.9704     3.5287     2.7020     4.0313     0.0410     3.4128     0.8466    11.3840     9.7129     0.5452
   38.0127  -187.1305  1849.7205     0.4637     0.8750    -0.1394    -0.8858     0.4542    -0.0956    -0.0204     0.1678     0.9856     3.5203     2.7640     4.0702     0.0373     3.4038     0.8363    11.3498     9.6581     0.5403
   38.1046  -186.9555  1849.6926     0.4570     0.8783    -0.1402    -0.8888     0.4447    -0.1111    -0.0353     0.1754     0.9839     3.5015     2.8261     4.0978     0.0380     3.3844     0.8259    11.2898     9.5524     0.5371
   38.1949  -186.7804  1849.6646     0.4507     0.8814    -0.1414    -0.8803     0.4125    -0.2344    -0.1483     0.2301     0.9618     3.4817     2.9667     4.0657     0.0341     3.3753     0.8302    11.2008     9.4514     0.5285
   38.2836  -186.6054  1849.6364     0.4441     0.8844    -0.1433    -0.8775     0.3971    -0.2687    -0.1807     0.2450     0.9525     3.4564     3.0453     4.0229     0.0411     3.3679     0.8372    11.0738     9.3240     0.5064
   38.3707  -186.4303  1849.6079     0.4375     0.8875    -0.1450    -0.8931     0.4101    -0.1847    -0.1044     0.2103     0.9720     3.4534     3.0078     4.0234     0.0350     3.3734     0.8384    11.0457     9.3154     0.4917
   38.4561  -186.2555  1849.5792     0.4310     0.8903    -0.1472    -0.8526     0.3483    -0.3896    -0.2956     0.2934     0.9092     3.4589     2.9845     4.0381     0.0410     3.3746     0.8357    11.0902     9.3562     0.4776
   38.5400  -186.0805  1849.5500     0.4240     0.8931    -0.1504    -0.8546     0.3396    -0.3928    -0.2997     0.2951     0.9072     3.4812     2.9643     4.0390     0.0418     3.3974     0.8411    11.1515     9.4714     0.4876
   38.6224  -185.9053  1849.5203     0.4175     0.8958    -0.1525    -0.9051     0.3951    -0.1571    -0.0805     0.2036     0.9757     3.5008     2.9430     4.0386     0.0342     3.4254     0.8482    11.1937     9.5857     0.5096
   38.7033  -185.7302  1849.4903     0.4113     0.8981    -0.1555    -0.7613     0.2447    -0.6005    -0.5012     0.3654     0.7844     3.5212     2.9211     4.0874     0.0421     3.4456     0.8430    11.2479     9.6888     0.5335
   38.7828  -185.5552  1849.4597     0.4058     0.9002    -0.1582    -0.9139     0.3971    -0.0850    -0.0137     0.1790     0.9837     3.5323     2.9211     4.1038     0.0271     3.4532     0.8415    11.2795     9.7376     0.5482
   38.8610  -185.3803  1849.4287     0.3996     0.9022    -0.1626    -0.6702     0.1664    -0.7233    -0.6255     0.3980     0.6711     3.5375     2.9384     4.1150     0.0595     3.4575     0.8402    11.2922     9.7607     0.5558
   38.9377  -185.2055  1849.3967     0.3936     0.9041    -0.1666    -0.9126     0.4061     0.0476     0.1107     0.1333     0.9849     3.5443     2.9635     4.1284     0.0237     3.4665     0.8397    11.3174     9.8079     0.5566
   39.0131  -185.0310  1849.3643     0.3879     0.9057    -0.1709    -0.6313     0.1260    -0.7652    -0.6715     0.4047     0.6207     3.5584     3.0136     4.1419     0.0591     3.4812     0.8405    11.3544     9.8816     0.5535
   39.0873  -184.8562  1849.3308     0.3822     0.9074    -0.1751    -0.9135     0.3996     0.0770     0.1398     0.1305     0.9815     3.5781     3.0725     4.1488     0.0246     3.5021     0.8441    11.4168     9.9957     0.5475
   39.1603  -184.6816  1849.2969     0.3770     0.9088    -0.1791    -0.5861     0.0843    -0.8059    -0.7172     0.4087     0.5644     3.6041     3.1702     4.1546     0.0539     3.5278     0.8491    11.4993    10.1418     0.5365
   39.2322  -184.5069  1849.2620     0.3719     0.9101    -0.1827    -0.8860     0.4068     0.2227     0.2770     0.0791     0.9576     3.6330     3.2357     4.1593     0.0236     3.5508     0.8537    11.6053    10.3021     0.5252
   39.3031  -184.3322  1849.2267     0.3671     0.9112    -0.1872    -0.4967     0.0219    -0.8676    -0.7865     0.4115     0.4606     3.6739     3.2873     4.2257     0.0596     3.5830     0.8479    11.7493    10.5245     0.5233
   39.3730  -184.1573  1849.1902     0.3617     0.9124    -0.1914    -0.8850     0.4006     0.2371     0.2930     0.0837     0.9524     3.7182     3.3722     4.3017     0.0296     3.6247     0.8426    11.8935    10.7777     0.5211
   39.4419  -183.9824  1849.1533     0.3581     0.9130    -0.1956    -0.2289    -0.1173    -0.9664    -0.9052     0.3908     0.1669     3.7514     3.4044     4.4070     0.0525     3.6527     0.8288    12.0147    10.9716     0.5241
   39.5103  -183.8073  1849.1152     0.3549     0.9133    -0.1998    -0.8628     0.4022     0.3064     0.3602     0.0636     0.9307     3.7691     3.4152     4.4936     0.0248     3.6702     0.8168    12.0624    11.0678     0.5337
   39.5782  -183.6316  1849.0766     0.3517     0.9137    -0.2034    -0.2308    -0.1260    -0.9648    -0.9072     0.3863     0.1666     3.7687     3.4075     4.4985     0.0475     3.6704     0.8159    12.0664    11.0722     0.5396
   39.6456  -183.4558  1849.0369     0.3484     0.9141    -0.2077    -0.9256     0.3705     0.0778     0.1481     0.1651     0.9751     3.7634     3.4133     4.5021     0.0257     3.6707     0.8153    12.0399    11.0489     0.5373
   39.7124  -183.2798  1848.9967     0.3466     0.9139    -0.2114     0.1082    -0.2628    -0.9588    -0.9318     0.3094    -0.1900     3.7641     3.4153     4.5048     0.0423     3.6816     0.8173    12.0185    11.0618     0.5247
   39.7792  -183.1034  1848.9553     0.3442     0.9136    -0.2165    -0.8946     0.2491    -0.3710    -0.2850     0.3213     0.9031     3.7655     3.4168     4.5079     0.0327     3.6971     0.8201    11.9844    11.0769     0.5142
   39.8455  -182.9265  1848.9132     0.3421     0.9139    -0.2184     0.6568    -0.3988    -0.6400    -0.6720     0.0755    -0.7367     3.7597     3.4043     4.5283     0.0127     3.6980     0.8167    11.9510    11.0487     0.5073
   39.9118  -182.7494  1848.8705     0.3409     0.9132    -0.2231    -0.4683    -0.0408    -0.8826    -0.8152     0.4054     0.4138     3.7521     3.3874     4.5492     0.0456     3.6922     0.8116    11.9170    11.0002     0.5174
   39.9779  -182.5717  1848.8266     0.3393     0.9130    -0.2266     0.6996    -0.0839     0.7096     0.6288    -0.3992    -0.6672     3.7445     3.3613     4.5696     0.0070     3.6827     0.8059    11.9022    10.9582     0.5274
   40.0441  -182.3936  1848.7822     0.3388     0.9123    -0.2300    -0.2361    -0.1542    -0.9594    -0.9108     0.3793     0.1631     3.7431     3.3309     4.6023     0.0421     3.6816     0.7999    11.8977    10.9505     0.5340
   40.1103  -182.2150  1848.7366     0.3374     0.9117    -0.2345    -0.6062     0.0199    -0.7951    -0.7202     0.4104     0.5594     3.7450     3.3147     4.6421     0.0068     3.6881     0.7945    11.8943    10.9669     0.5322
   40.1766  -182.0359  1848.6903     0.3377     0.9108    -0.2373     0.2879    -0.3400    -0.8953    -0.8961     0.2341    -0.3770     3.7449     3.2907     4.6338     0.0262     3.6944     0.7973    11.8803    10.9726     0.5158
   40.2434  -181.8563  1848.6431     0.3392     0.9094    -0.2405     0.5760    -0.4030    -0.7112    -0.7438     0.1027    -0.6605     3.7466     3.2503     4.6353     0.0128     3.6997     0.7982    11.8774    10.9858     0.4971
   40.3107  -181.6763  1848.5952     0.3403     0.9082    -0.2436     0.1357    -0.3038    -0.9430    -0.9305     0.2878    -0.2266     3.7544     3.2102     4.6180     0.0229     3.7111     0.8036    11.8939    11.0348     0.4904
   40.3785  -181.4958  1848.5464     0.3418     0.9068    -0.2468     0.7054    -0.4211    -0.5702    -0.6210     0.0209    -0.7836     3.7675     3.1706     4.6110     0.0179     3.7213     0.8070    11.9483    11.1157     0.4851
   40.4469  -181.3149  1848.4969     0.3430     0.9056    -0.2493    -0.0737    -0.2387    -0.9683    -0.9365     0.3505    -0.0151     3.8027     3.1653     4.6051     0.0163     3.7540     0.8152    12.0683    11.3261     0.4814
   40.5157  -181.1336  1848.4466     0.3445     0.9041    -0.2530     0.5646    -0.4148    -0.7135    -0.7500     0.1030    -0.6533     3.8562     3.2121     4.6368     0.0288     3.8081     0.8213    12.2302    11.6435     0.4985
   40.5854  -180.9515  1848.3953     0.3465     0.9026    -0.2553     0.7797    -0.4285    -0.4567    -0.5216    -0.0408    -0.8522     3.9060     3.2593     4.6750     0.0052     3.8583     0.8253    12.3825    11.9439     0.5213
   40.6556  -180.7691  1848.3434     0.3480     0.9010    -0.2592     0.2678    -0.3605    -0.8935    -0.8984     0.2415    -0.3668     3.9490     3.3075     4.7163     0.0402     3.8975     0.8264    12.5226    12.2019     0.5345
   40.7265  -180.5864  1848.2903     0.3504     0.8990    -0.2626     0.9357    -0.3236     0.1408     0.0416    -0.2950    -0.9546     3.9903     3.3595     4.7562     0.0141     3.9354     0.8274    12.6557    12.4512     0.5382
   40.7982  -180.4033  1848.2366     0.3530     0.8972    -0.2653     0.3486    -0.3893    -0.8526    -0.8683     0.2085    -0.4502     4.0269     3.4272     4.7709     0.0338     3.9705     0.8322    12.7787    12.6844     0.5408
   40.8707  -180.2199  1848.1818     0.3554     0.8950    -0.2696     0.6138    -0.4410    -0.6549    -0.7050     0.0673    -0.7060     4.0681     3.4699     4.7669     0.0194     4.0148     0.8422    12.8948    12.9425     0.5415
   40.9439  -180.0365  1848.1261     0.3583     0.8925    -0.2740     0.4210    -0.4163    -0.8059    -0.8333     0.1734    -0.5249     4.0940     3.4779     4.7434     0.0374     4.0360     0.8509    12.9935    13.1106     0.5416
   41.0180  -179.8528  1848.0691     0.3604     0.8902    -0.2786     0.2894    -0.3906    -0.8739    -0.8868     0.2343    -0.3984     4.1201     3.5171     4.6969     0.0165     4.0608     0.8646    13.0777    13.2765     0.5462
   41.0926  -179.6693  1848.0112     0.3632     0.8877    -0.2831     0.5510    -0.4496    -0.7030    -0.7513     0.0994    -0.6524     4.1444     3.5653     4.6833     0.0414     4.0846     0.8722    13.1570    13.4352     0.5515
   41.1681  -179.4860  1847.9521     0.3661     0.8849    -0.2880     0.2648    -0.3958    -0.8793    -0.8921     0.2457    -0.3792     4.1658     3.6157     4.6946     0.0209     4.1040     0.8742    13.2260    13.5700     0.5616
   41.2443  -179.3026  1847.8919     0.3687     0.8824    -0.2924     0.5465    -0.4602    -0.6996    -0.7519     0.0981    -0.6519     4.1817     3.6451     4.7009     0.0349     4.1130     0.8750    13.2869    13.6623     0.5708
   41.3212  -179.1196  1847.8306     0.3711     0.8795    -0.2978     0.1291    -0.3665    -0.9214    -0.9196     0.3035    -0.2496     4.1879     3.6327     4.6793     0.0301     4.1139     0.8792    13.3274    13.7069     0.5772
   41.3985  -178.9371  1847.7681     0.3733     0.8766    -0.3037     0.4625    -0.4596    -0.7582    -0.8042     0.1426    -0.5770     4.1972     3.6556     4.6595     0.0379     4.1149     0.8831    13.3679    13.7520     0.5788
   41.4765  -178.7550  1847.7043     0.3759     0.8735    -0.3093     0.2538    -0.4180    -0.8723    -0.8912     0.2494    -0.3788     4.2115     3.6989     4.6948     0.0283     4.1276     0.8792    13.4208    13.8489     0.5821
   41.5550  -178.5733  1847.6393     0.3779     0.8706    -0.3149     0.3368    -0.4461    -0.8292    -0.8624     0.2073    -0.4618     4.2377     3.7107     4.8155     0.0357     4.1453     0.8608    13.5306    14.0220     0.5830
   41.6339  -178.3924  1847.5731     0.3801     0.8674    -0.3211     0.2522    -0.4312    -0.8663    -0.8899     0.2482    -0.3827     4.2593     3.7257     4.9872     0.0349     4.1615     0.8344    13.6034    14.1525     0.5919
   41.7132  -178.2121  1847.5055     0.3814     0.8641    -0.3284     0.0887    -0.3878    -0.9175    -0.9202     0.3208    -0.2245     4.2687     3.7089     5.1515     0.0431     4.1755     0.8105    13.6135    14.2109     0.6002
   41.7927  -178.0327  1847.4363     0.3831     0.8601    -0.3368     0.2660    -0.4519    -0.8515    -0.8846     0.2366    -0.4019     4.2650     3.6841     5.1925     0.0481     4.1657     0.8022    13.6167    14.1806     0.6033
   41.8723  -177.8548  1847.3656     0.3843     0.8563    -0.3452    -0.0327    -0.3610    -0.9320    -0.9226     0.3694    -0.1107     4.2633     3.6814     5.1776     0.0430     4.1673     0.8049    13.6065    14.1755     0.6055
   41.9520  -177.6778  1847.2932     0.3857     0.8521    -0.3538     0.2813    -0.4738    -0.8345    -0.8787     0.2223    -0.4224     4.2629     3.6589     5.1993     0.0516     4.1669     0.8014    13.5988    14.1663     0.6108
   42.0316  -177.5028  1847.2194     0.3868     0.8477    -0.3630    -0.0654    -0.3675    -0.9277    -0.9198     0.3826    -0.0867     4.2687     3.6209     5.3151     0.0501     4.1685     0.7843    13.6146    14.1880     0.6190
   42.1112  -177.3288  1847.1437     0.3872     0.8433    -0.3728     0.1322    -0.4509    -0.8827    -0.9125     0.2925    -0.2861     4.2768     3.5793     5.3372     0.0545     4.1810     0.7834    13.6277    14.2445     0.6248
   42.1908  -177.1560  1847.0661     0.3870     0.8390    -0.3825    -0.1741    -0.3409    -0.9238    -0.9055     0.4242     0.0142     4.3016     3.5641     5.3516     0.0507     4.2032     0.7854    13.6990    14.3947     0.6353
   42.2696  -176.9853  1846.9871     0.3860     0.8349    -0.3923    -0.0239    -0.4161    -0.9090    -0.9222     0.3603    -0.1407     4.3288     3.5557     5.4841     0.0541     4.2188     0.7693    13.8086    14.5640     0.6482
   42.3478  -176.8164  1846.9064     0.3845     0.8301    -0.4038    -0.1929    -0.3555    -0.9146    -0.9027     0.4296     0.0235     4.3443     3.5435     5.4985     0.0697     4.2229     0.7680    13.8801    14.6536     0.6584
   42.4253  -176.6492  1846.8235     0.3829     0.8245    -0.4167    -0.0409    -0.4355    -0.8992    -0.9229     0.3613    -0.1330     4.3464     3.5148     5.4777     0.0719     4.2139     0.7693    13.9145    14.6584     0.6626
   42.5021  -176.4841  1846.7385     0.3811     0.8190    -0.4290    -0.2306    -0.3651    -0.9019    -0.8953     0.4427     0.0497     4.3430     3.4904     5.4113     0.0635     4.2086     0.7777    13.9113    14.6367     0.6627
   42.5780  -176.3209  1846.6515     0.3783     0.8134    -0.4419    -0.1718    -0.4074    -0.8970    -0.9096     0.4152    -0.0143     4.3352     3.4916     5.3478     0.0801     4.2074     0.7867    13.8574    14.5758     0.6606
   42.6530  -176.1596  1846.5622     0.3753     0.8076    -0.4550    -0.2434    -0.3878    -0.8890    -0.8944     0.4443     0.0510     4.3137     3.5109     5.2914     0.0678     4.1746     0.7889    13.8247    14.4282     0.6618
   42.7268  -176.0006  1846.4710     0.3716     0.8015    -0.4686    -0.2381    -0.4056    -0.8825    -0.8973     0.4395     0.0402     4.2875     3.5140     5.2542     0.0875     4.1382     0.7876    13.7558    14.2312     0.6660
   42.7993  -175.8438  1846.3775     0.3662     0.7953    -0.4832    -0.4104    -0.3280    -0.8509    -0.8352     0.5098     0.2063     4.2574     3.5084     5.2510     0.0834     4.1009     0.7810    13.6749    14.0200     0.6732
   42.8703  -175.6890  1846.2817     0.3611     0.7887    -0.4975    -0.2027    -0.4544    -0.8674    -0.9102     0.4141    -0.0042     4.2375     3.5100     5.2722     0.0877     4.0711     0.7722    13.6369    13.8793     0.6813
   42.9399  -175.5365  1846.1837     0.3549     0.7825    -0.5116    -0.5343    -0.2793    -0.7978    -0.7672     0.5565     0.3189     4.2322     3.4939     5.1728     0.0865     4.0522     0.7834    13.6486    13.8267     0.6861
   43.0077  -175.3862  1846.0836     0.3492     0.7749    -0.5269    -0.1179    -0.5215    -0.8451    -0.9296     0.3573    -0.0907     4.2341     3.4662     5.2600     0.1059     4.0428     0.7686    13.6722    13.8185     0.6902
   43.0742  -175.2382  1845.9809     0.3417     0.7678    -0.5420    -0.6812    -0.1950    -0.7057    -0.6475     0.6103     0.4563     4.2287     3.4780     5.3788     0.0963     4.0370     0.7505    13.6584    13.7848     0.6925
   43.1386  -175.0921  1845.8759     0.3339     0.7599    -0.5578    -0.1397    -0.5453    -0.8265    -0.9322     0.3539    -0.0759     4.2301     3.4977     5.4964     0.1173     4.0366     0.7344    13.6663    13.7915     0.6960
   43.2015  -174.9485  1845.7682     0.3259     0.7513    -0.5739    -0.6612    -0.2528    -0.7064    -0.6758     0.6096     0.4144     4.2419     3.5268     5.6250     0.1019     4.0466     0.7194    13.6994    13.8592     0.6985
