Legend
======
Order:       curve order
Px,Py,Pz:    coordinates of point P on the centerline
Tx,Ty,Tz:    coordinates of the direction of the Tangent vector to point P
Nx,Ny,Nz:    coordinates of the direction of the Normal vector to point P
BNx,BNy,BNz: coordinates of the direction of the Binormal vector to point P
Dfit:        diameter of the best fit circle in point P
Dmin:        diameter of the inscribing circle in point P
Dmax:        diameter of the subscribing circle in point P
C:           curvature in point P
Dh:          hydraulic diameter in point P
Xh:          hydraulic ratio in point P
Scf:         distance of circumference in point P
Area:        sectional area in point P
E:           ellipticity in point P


Order: Cubic

[Main Branch Set] Branch Segment 1:

Point (26.9037, -201.4906, 1864.2808) connects to:
    Branch Segment 2
    Branch Segment 5

        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz       Dfit       Dmin       Dmax          C         Dh         Xh        Scf       Area          E
   27.1611  -201.4992  1864.0052     0.6748    -0.0147    -0.7378    -0.5719     0.6214    -0.5355     0.4664     0.7833     0.4109     7.8774     4.2325    14.7443     0.1125     6.8313     0.4633    27.8630    47.5853     0.8157
   27.2928  -201.5007  1863.8584     0.6600    -0.0002    -0.7513    -0.6239     0.5568    -0.5483     0.4185     0.8306     0.3673     7.9862     4.1627    15.5258     0.1383     6.7874     0.4372    28.3832    48.1620     0.8404
   27.4207  -201.4990  1863.7092     0.6409     0.0189    -0.7674    -0.5952     0.6435    -0.4812     0.4848     0.7652     0.4237     8.1732     4.1326    16.6164     0.1827     6.7525     0.4064    29.1611    49.2273     0.8648
   27.5439  -201.4932  1863.5575     0.6193     0.0397    -0.7842    -0.6609     0.5657    -0.4932     0.4240     0.8237     0.3766     8.3746     4.0966    18.0961     0.1695     6.6292     0.3663    30.3285    50.2638     0.8833
   27.6627  -201.4834  1863.4028     0.5972     0.0617    -0.7997    -0.6073     0.6861    -0.4006     0.5240     0.7248     0.4472     8.6047     4.0935    19.7603     0.1876     6.4089     0.3243    31.9329    51.1638     0.9017
   27.7767  -201.4690  1863.2458     0.5744     0.0861    -0.8140    -0.6464     0.6579    -0.3865     0.5023     0.7481     0.4336     8.8067     4.1260    21.3720     0.1866     6.1306     0.2869    33.8590    51.8942     0.9173
   27.8853  -201.4501  1863.0875     0.5517     0.1098    -0.8268    -0.6426     0.6878    -0.3375     0.5316     0.7175     0.4500     8.9744     4.1705    23.5294     0.1781     5.6961     0.2421    36.7695    52.3604     0.9296
   27.9899  -201.4265  1862.9262     0.5277     0.1341    -0.8388    -0.6839     0.6527    -0.3259     0.5038     0.7456     0.4361     6.0266     4.2114     7.7950     0.1960     5.7008     0.7313    19.6942    28.0683     0.6672
   28.0888  -201.3984  1862.7642     0.5038     0.1590    -0.8491    -0.6369     0.7324    -0.2408     0.5836     0.6621     0.4702     5.8879     4.1921     7.6914     0.1798     5.6446     0.7339    19.0746    26.9170     0.6396
   28.1833  -201.3655  1862.6005     0.4809     0.1839    -0.8573    -0.6765     0.6998    -0.2294     0.5577     0.6903     0.4609     5.7863     4.2533     7.4422     0.1829     5.6110     0.7539    18.5964    26.0860     0.6121
   28.2729  -201.3280  1862.4362     0.4582     0.2094    -0.8638    -0.6271     0.7649    -0.1472     0.6299     0.6091     0.4818     5.7245     4.4075     7.1826     0.1830     5.5935     0.7788    18.3106    25.6053     0.5818
   28.3578  -201.2858  1862.2716     0.4353     0.2343    -0.8693    -0.7094     0.6837    -0.1710     0.5542     0.6912     0.4638     5.6835     4.5487     7.0358     0.1774     5.5724     0.7920    18.1351    25.2639     0.5543
   28.4386  -201.2388  1862.1054     0.4125     0.2593    -0.8733    -0.6243     0.7786    -0.0637     0.6634     0.5714     0.4831     5.6434     4.6783     6.9063     0.1817     5.5545     0.8043    17.9488    24.9243     0.5280
   28.5147  -201.1872  1861.9398     0.3910     0.2852    -0.8751    -0.6538     0.7552    -0.0460     0.6478     0.5902     0.4817     5.6035     4.7944     6.8485     0.1741     5.5334     0.8080    17.7755    24.5896     0.4989
   28.5867  -201.1308  1861.7739     0.3690     0.3103    -0.8761    -0.6630     0.7485    -0.0141     0.6514     0.5861     0.4819     5.5642     4.8184     6.7366     0.1788     5.5091     0.8178    17.6177    24.2644     0.4649
   28.6546  -201.0696  1861.6079     0.3482     0.3355    -0.8753    -0.6061     0.7929     0.0628     0.7151     0.5087     0.4794     5.5256     4.7881     6.6299     0.1666     5.4763     0.8260    17.4883    23.9428     0.4205
   28.7185  -201.0039  1861.4427     0.3279     0.3598    -0.8735    -0.6725     0.7383     0.0517     0.6635     0.5705     0.4840     5.4694     4.6774     6.5582     0.1691     5.4122     0.8253    17.3499    23.4751     0.3559
   28.7788  -200.9333  1861.2772     0.3083     0.3847    -0.8701    -0.5516     0.8174     0.1659     0.7750     0.4288     0.4642     5.3969     4.5978     6.4251     0.1683     5.2803     0.8218    17.3443    22.8957     0.2629
   28.8356  -200.8581  1861.1127     0.2910     0.4076    -0.8656    -0.6433     0.7530     0.1382     0.7081     0.5166     0.4814     5.0547     3.1159     6.0725     0.1380     4.5184     0.7441    18.6793    21.1002     0.3693
   28.8892  -200.7787  1860.9488     0.2733     0.4297    -0.8606    -0.5921     0.7803     0.2015     0.7581     0.4544     0.4677     5.0070     3.3431     5.9974     0.1654     4.6076     0.7683    17.3391    19.9730     0.4895
   28.9395  -200.6949  1860.7860     0.2573     0.4523    -0.8539    -0.5225     0.8085     0.2708     0.8129     0.3765     0.4444     4.9344     3.5556     5.9458     0.1349     4.6380     0.7800    16.5052    19.1379     0.5646
   28.9871  -200.6068  1860.6240     0.2418     0.4728    -0.8473    -0.6387     0.7350     0.2278     0.7304     0.4861     0.4797     4.8774     3.7629     5.8953     0.1443     4.6462     0.7881    16.0141    18.6012     0.5892
   29.0322  -200.5140  1860.4619     0.2293     0.4931    -0.8392    -0.3076     0.8547     0.4182     0.9235     0.1622     0.3477     4.8611     3.9096     5.9381     0.1237     4.6654     0.7857    15.7930    18.4203     0.5947
   29.0753  -200.4173  1860.3014     0.2175     0.5124    -0.8307    -0.6400     0.7175     0.2749     0.7369     0.4719     0.4840     4.8758     4.0529     5.9911     0.1324     4.7098     0.7861    15.7369    18.5293     0.5834
   29.1159  -200.3170  1860.1424     0.2064     0.5306    -0.8221    -0.2713     0.8383     0.4729     0.9401     0.1254     0.3170     4.9014     4.1690     6.0320     0.1122     4.7589     0.7889    15.7375    18.7234     0.5638
   29.1551  -200.2127  1859.9843     0.1981     0.5475    -0.8130    -0.5266     0.7591     0.3828     0.8267     0.3523     0.4386     4.9332     4.1806     6.0600     0.1063     4.7994     0.7920    15.8147    18.9753     0.5571
   29.1926  -200.1048  1859.8272     0.1885     0.5637    -0.8042    -0.3956     0.7931     0.4632     0.8989     0.2309     0.3725     4.9777     4.1669     6.0902     0.1089     4.8472     0.7959    15.9433    19.3199     0.5567
   29.2287  -199.9931  1859.6710     0.1816     0.5792    -0.7947    -0.3056     0.8014     0.5142     0.9347     0.1495     0.3225     5.0432     4.1758     6.1221     0.0899     4.9249     0.8044    16.1216    19.8494     0.5417
   29.2638  -199.8782  1859.5160     0.1765     0.5923    -0.7862    -0.3064     0.7921     0.5279     0.9354     0.1477     0.3213     5.1022     4.2221     6.1094     0.0782     4.9984     0.8181    16.2746    20.3366     0.5260
   29.2981  -199.7605  1859.3623     0.1727     0.6053    -0.7770    -0.1673     0.7955     0.5825     0.9707     0.0294     0.2386     5.1485     4.2768     6.0382     0.0884     5.0578     0.8376    16.3967    20.7330     0.5080
   29.3321  -199.6392  1859.2091     0.1703     0.6171    -0.7682    -0.1504     0.7868     0.5987     0.9739     0.0136     0.2268     5.1904     4.3391     5.9656     0.0623     5.1070     0.8561    16.5196    21.0913     0.4831
   29.3658  -199.5154  1859.0570     0.1684     0.6273    -0.7604    -0.1470     0.7787     0.6099     0.9747     0.0091     0.2233     5.2276     4.3806     5.9693     0.0686     5.1452     0.8619    16.6425    21.4073     0.4545
   29.3993  -199.3894  1858.9064     0.1688     0.6377    -0.7516     0.2012     0.7242     0.6596     0.9649    -0.2625    -0.0061     5.2493     4.4574     5.9887     0.0702     5.1666     0.8627    16.7231    21.6005     0.4215
   29.4332  -199.2611  1858.7571     0.1702     0.6464    -0.7438    -0.0066     0.7555     0.6551     0.9854    -0.1065     0.1329     5.2775     4.5126     6.0066     0.0486     5.1846     0.8632    16.8303    21.8146     0.3790
   29.4676  -199.1302  1858.6080     0.1722     0.6536    -0.7370     0.3877     0.6428     0.6607     0.9056    -0.3995    -0.1427     5.2934     4.6850     5.8544     0.0538     5.2220     0.8920    16.8324    21.9748     0.3512
   29.5027  -198.9975  1858.4598     0.1747     0.6601    -0.7306     0.1004     0.7262     0.6801     0.9795    -0.1922     0.0606     5.2922     4.7634     5.6933     0.0406     5.2293     0.9185    16.8093    21.9752     0.3522
   29.5383  -198.8635  1858.3127     0.1784     0.6656    -0.7247     0.6372     0.4831     0.6006     0.7498    -0.5689    -0.3379     5.2945     4.8191     5.6526     0.0512     5.2326     0.9257    16.8055    21.9843     0.3626
   29.5752  -198.7276  1858.1659     0.1840     0.6706    -0.7187     0.4966     0.5676     0.6567     0.8483    -0.4777    -0.2286     5.3046     4.8707     5.6533     0.0432     5.2480     0.9283    16.8263    22.0760     0.3604
   29.6133  -198.5902  1858.0196     0.1894     0.6741    -0.7140     0.8416     0.2631     0.4716     0.5057    -0.6902    -0.5175     5.3097     4.8986     5.6512     0.0378     5.2576     0.9303    16.8300    22.1213     0.3579
   29.6527  -198.4523  1857.8743     0.1969     0.6772    -0.7090     0.7507     0.3610     0.5533     0.6307    -0.6412    -0.4372     5.2959     4.8665     5.6465     0.0560     5.2425     0.9285    16.7845    21.9981     0.3616
   29.6938  -198.3136  1857.7298     0.2049     0.6786    -0.7053     0.9785    -0.1604     0.1299    -0.0249    -0.7168    -0.6969     5.2931     4.8395     5.6853     0.0365     5.2338     0.9206    16.7888    21.9673     0.3723
   29.7366  -198.1745  1857.5856     0.2133     0.6802    -0.7013     0.7572     0.3386     0.5586     0.6174    -0.6502    -0.4428     5.3030     4.8889     5.7488     0.0615     5.2401     0.9115    16.8365    22.0560     0.3585
   29.7815  -198.0342  1857.4416     0.2225     0.6807    -0.6980     0.9369    -0.3473    -0.0401    -0.2698    -0.6450    -0.7150     5.2928     4.9708     5.6765     0.0452     5.2375     0.9227    16.7802    21.9715     0.3524
   29.8282  -197.8943  1857.2980     0.2313     0.6791    -0.6967     0.9495    -0.0016     0.3137     0.2119    -0.7341    -0.6452     5.2636     4.9581     5.6573     0.0458     5.2105     0.9210    16.6827    21.7312     0.3757
   29.8768  -197.7546  1857.1549     0.2414     0.6782    -0.6941     0.9699    -0.1457     0.1949     0.0310    -0.7203    -0.6930     5.2249     4.7341     5.6639     0.0560     5.1538     0.9099    16.6130    21.4051     0.4050
   29.9277  -197.6148  1857.0118     0.2514     0.6761    -0.6926     0.9561    -0.2849     0.0690    -0.1507    -0.6795    -0.7180     5.1860     4.3963     5.6553     0.0449     5.1051     0.9027    16.5104    21.0718     0.4489
   29.9806  -197.4756  1856.8690     0.2620     0.6732    -0.6915     0.9622    -0.2377     0.1331    -0.0747    -0.7002    -0.7100     5.1616     4.3590     5.6399     0.0619     5.0760     0.9000    16.4448    20.8685     0.4640
   30.0359  -197.3369  1856.7264     0.2734     0.6703    -0.6899     0.9582    -0.2522     0.1347    -0.0837    -0.6979    -0.7113     5.1501     4.3653     5.6644     0.0534     5.0573     0.8928    16.4190    20.7589     0.4687
   30.0936  -197.1987  1856.5839     0.2852     0.6663    -0.6890     0.9274    -0.3734     0.0228    -0.2420    -0.6455    -0.7244     5.1354     4.3684     5.7445     0.0682     5.0430     0.8779    16.3663    20.6339     0.4790
   30.1537  -197.0619  1856.4419     0.2977     0.6610    -0.6888     0.9092    -0.4164    -0.0067    -0.2913    -0.6243    -0.7249     5.1295     4.1689     5.8117     0.0631     5.0305     0.8656    16.3736    20.5919     0.4899
   30.2163  -196.9262  1856.2999     0.3097     0.6555    -0.6887     0.9144    -0.4039     0.0268    -0.2606    -0.6381    -0.7245     5.1313     4.1766     5.9012     0.0653     5.0258     0.8517    16.3926    20.5964     0.4970
   30.2814  -196.7916  1856.1580     0.3218     0.6505    -0.6879     0.9290    -0.3572     0.0968    -0.1828    -0.6702    -0.7193     5.1236     4.3180     5.9231     0.0620     5.0237     0.8482    16.3504    20.5351     0.5000
   30.3489  -196.6582  1856.0163     0.3335     0.6440    -0.6885     0.7922    -0.5874    -0.1657    -0.5111    -0.4902    -0.7061     5.1089     4.3487     5.9133     0.0703     5.0169     0.8484    16.2728    20.4099     0.5034
   30.4189  -196.5262  1855.8743     0.3461     0.6374    -0.6885     0.9305    -0.3271     0.1649    -0.1201    -0.6977    -0.7062     5.0896     4.1184     5.8001     0.0714     5.0044     0.8628    16.2091    20.2794     0.4980
   30.4914  -196.3957  1855.7328     0.3584     0.6310    -0.6880     0.8094    -0.5773    -0.1078    -0.4651    -0.5183    -0.7177     5.0622     4.1525     5.7170     0.0664     4.9819     0.8714    16.1146    20.0704     0.4855
   30.5661  -196.2670  1855.5915     0.3697     0.6234    -0.6890     0.8433    -0.5364    -0.0329    -0.3901    -0.5689    -0.7240     5.0178     4.2282     5.6487     0.0664     4.9400     0.8745    15.9750    19.7292     0.4484
   30.6432  -196.1398  1855.4501     0.3819     0.6162    -0.6888     0.8740    -0.4831     0.0524    -0.3005    -0.6220    -0.7231     4.9582     4.1956     5.5446     0.0722     4.8944     0.8827    15.7432    19.2632     0.4275
   30.7228  -196.0141  1855.3089     0.3939     0.6096    -0.6879     0.8762    -0.4753     0.0805    -0.2778    -0.6344    -0.7213     4.8792     4.3158     5.4454     0.0615     4.8169     0.8846    15.4987    18.6640     0.4008
   30.8047  -195.8899  1855.1680     0.4058     0.6021    -0.6876     0.8161    -0.5774    -0.0240    -0.4115    -0.5514    -0.7257     4.8349     4.3790     5.4601     0.0757     4.7842     0.8762    15.3340    18.3400     0.3566
   30.8888  -195.7678  1855.0276     0.4178     0.5941    -0.6874     0.8447    -0.5325     0.0532    -0.3345    -0.6029    -0.7243     4.8281     4.3360     5.4743     0.0665     4.7811     0.8734    15.3026    18.2907     0.3727
   30.9751  -195.6476  1854.8877     0.4301     0.5863    -0.6865     0.8392    -0.5400     0.0646    -0.3328    -0.6039    -0.7242     4.8439     4.3391     5.4872     0.0766     4.7981     0.8744    15.3410    18.4019     0.3881
   31.0638  -195.5291  1854.7481     0.4412     0.5789    -0.6857     0.8246    -0.5630     0.0552    -0.3542    -0.5898    -0.7258     4.8452     4.3471     5.4990     0.0546     4.7905     0.8712    15.3683    18.4056     0.3638
   31.1543  -195.4123  1854.6091     0.4514     0.5726    -0.6844     0.8575    -0.4906     0.1552    -0.2469    -0.6569    -0.7124     4.8387     4.2847     5.5131     0.0652     4.7754     0.8662    15.3791    18.3602     0.3279
   31.2467  -195.2971  1854.4708     0.4616     0.5663    -0.6829     0.8239    -0.5590     0.0933    -0.3289    -0.6057    -0.7246     4.8269     4.2605     5.5257     0.0539     4.7660     0.8625    15.3448    18.2832     0.2805
   31.3409  -195.1834  1854.3331     0.4721     0.5600    -0.6808     0.8597    -0.4632     0.2152    -0.1948    -0.6870    -0.7001     4.8219     4.2569     5.4991     0.0698     4.7575     0.8651    15.3364    18.2409     0.1675
   31.4371  -195.0712  1854.1962     0.4823     0.5541    -0.6785     0.8387    -0.5156     0.1751    -0.2528    -0.6535    -0.7135     4.8277     4.2800     5.3944     0.0494     4.7711     0.8845    15.3391    18.2962     0.1120
   31.5349  -194.9604  1854.0602     0.4921     0.5493    -0.6754     0.8690    -0.3561     0.3435    -0.0519    -0.7559    -0.6526     4.8267     4.2623     5.2900     0.0638     4.7691     0.9015    15.3354    18.2842     0.1950
   31.6345  -194.8509  1853.9252     0.5018     0.5434    -0.6730     0.7563    -0.6532     0.0366    -0.4197    -0.5274    -0.7387     4.8222     4.2521     5.2394     0.0555     4.7684     0.9101    15.3062    18.2466     0.2359
   31.7358  -194.7427  1853.7908     0.5111     0.5392    -0.6694     0.8273    -0.0973     0.5533     0.2332    -0.8366    -0.4958     4.8262     4.2681     5.2541     0.0610     4.7665     0.9072    15.3316    18.2695     0.2086
   31.8384  -194.6357  1853.6582     0.5204     0.5362    -0.6646     0.8379    -0.4704     0.2766    -0.1643    -0.7009    -0.6941     4.7972     4.2888     5.3076     0.0521     4.6937     0.8843    15.3692    18.0348     0.0940
   31.9425  -194.5297  1853.5267     0.5289     0.5329    -0.6605     0.8308    -0.1661     0.5312     0.1734    -0.8297    -0.5306     4.7511     4.2996     5.1348     0.0501     4.6898     0.9133    15.1131    17.7195     0.1891
   32.0479  -194.4245  1853.3967     0.5377     0.5316    -0.6545     0.8032    -0.0868     0.5894     0.2565    -0.8426    -0.4736     4.7612     4.2955     5.0988     0.0593     4.7031     0.9224    15.1288    17.7882     0.1993
   32.1547  -194.3199  1853.2684     0.5463     0.5303    -0.6484     0.8162    -0.1633     0.5542     0.1880    -0.8319    -0.5220     4.7800     4.2845     5.1477     0.0486     4.7144     0.9158    15.2186    17.9365     0.2273
   32.2628  -194.2159  1853.1416     0.5546     0.5287    -0.6426     0.8066    -0.1516     0.5714     0.2046    -0.8352    -0.5105     4.7969     4.3249     5.1058     0.0551     4.7233     0.9251    15.2886    18.0533     0.2204
   32.3722  -194.1124  1853.0164     0.5623     0.5289    -0.6357     0.6472     0.1970     0.7364     0.5147    -0.8255    -0.2316     4.8011     4.3474     5.1382     0.0536     4.7160     0.9178    15.3335    18.0781     0.2117
   32.4827  -194.0089  1852.8929     0.5686     0.5304    -0.6288     0.6919     0.1051     0.7143     0.4449    -0.8412    -0.3072     4.7859     4.3793     5.2884     0.0437     4.6950     0.8878    15.2915    17.9483     0.1732
   32.5939  -193.9056  1852.7714     0.5756     0.5328    -0.6203     0.5724     0.2792     0.7710     0.5840    -0.7989    -0.1442     4.7494     4.4303     5.3543     0.0728     4.6668     0.8716    15.1530    17.6790     0.2065
   32.7062  -193.8020  1852.6521     0.5826     0.5358    -0.6111     0.6112     0.2067     0.7640     0.5356    -0.8187    -0.2070     4.7067     4.4303     5.3558     0.0500     4.6324     0.8649    14.9936    17.3641     0.2729
   32.8189  -193.6986  1852.5353     0.5886     0.5394    -0.6021     0.4579     0.3914     0.7982     0.6662    -0.7456    -0.0166     4.6609     4.3691     5.2863     0.0694     4.5863     0.8676    14.8543    17.0315     0.3168
   32.9327  -193.5944  1852.4205     0.5948     0.5440    -0.5918     0.4969     0.3298     0.8027     0.6319    -0.7715    -0.0742     4.6284     4.3188     5.1809     0.0652     4.5595     0.8801    14.7310    16.7915     0.3400
   33.0471  -193.4898  1852.3082     0.6002     0.5492    -0.5815     0.3517     0.4717     0.8086     0.7184    -0.6898     0.0900     4.6203     4.3124     5.0766     0.0687     4.5659     0.8994    14.6589    16.7329     0.3828
   33.1624  -193.3841  1852.1980     0.6050     0.5557    -0.5702     0.3380     0.4692     0.8159     0.7209    -0.6863     0.0960     4.6030     4.1777     5.0108     0.0766     4.5520     0.9084    14.5879    16.6011     0.4268
   33.2784  -193.2774  1852.0902     0.6100     0.5614    -0.5592     0.4134     0.3766     0.8290     0.6760    -0.7369    -0.0024     4.5695     4.1353     5.0604     0.0629     4.5132     0.8919    14.4945    16.3543     0.4501
   33.3949  -193.1700  1851.9849     0.6146     0.5684    -0.5469     0.2416     0.5244     0.8165     0.7509    -0.6340     0.1849     4.5053     4.0944     4.8945     0.0948     4.4459     0.9084    14.3114    15.9070     0.4532
   33.5120  -193.0612  1851.8824     0.6186     0.5774    -0.5329     0.2244     0.5202     0.8241     0.7530    -0.6294     0.1922     4.4046     3.9308     4.8276     0.0853     4.3433     0.8997    13.9824    15.1824     0.4631
   33.6295  -192.9510  1851.7827     0.6216     0.5862    -0.5196     0.1449     0.5659     0.8116     0.7698    -0.5798     0.2669     4.2696     3.6676     4.8119     0.0857     4.1809     0.8689    13.6261    14.2423     0.4990
   33.7472  -192.8394  1851.6858     0.6245     0.5951    -0.5059     0.1954     0.5080     0.8389     0.7562    -0.6227     0.2009     4.1578     3.2839     4.7344     0.0910     4.0403     0.8534    13.3344    13.4686     0.5187
   33.8656  -192.7259  1851.5914     0.6263     0.6047    -0.4920     0.0233     0.6163     0.7872     0.7792    -0.5045     0.3719     4.0595     3.0573     4.6672     0.0892     3.9294     0.8419    13.0553    12.8247     0.5344
   33.9838  -192.6109  1851.5000     0.6278     0.6152    -0.4769     0.1225     0.5269     0.8410     0.7687    -0.5864     0.2554     3.9777     2.8411     4.5860     0.1072     3.8474     0.8389    12.8016    12.3131     0.5481
   34.1025  -192.4938  1851.4114     0.6291     0.6248    -0.4624     0.0154     0.5848     0.8110     0.7772    -0.5174     0.3583     3.9196     2.6479     4.4931     0.0772     3.7956     0.8448    12.6104    11.9661     0.5446
   34.2216  -192.3747  1851.3253     0.6304     0.6350    -0.4465     0.1010     0.5032     0.8583     0.7696    -0.5862     0.2531     3.8751     2.5275     4.4758     0.1240     3.7565     0.8393    12.4653    11.7065     0.5394
   34.3410  -192.2535  1851.2424     0.6306     0.6453    -0.4312    -0.1483     0.6455     0.7492     0.7618    -0.4084     0.5028     3.8348     2.4880     4.5212     0.0732     3.7135     0.8214    12.3452    11.4611     0.5390
   34.4605  -192.1301  1851.1619     0.6296     0.6563    -0.4158     0.0034     0.5329     0.8462     0.7769    -0.5342     0.3333     3.8147     2.4395     4.5411     0.1272     3.6748     0.8092    12.3595    11.3548     0.5355
   34.5798  -192.0046  1851.0847     0.6285     0.6669    -0.4002    -0.1577     0.6131     0.7741     0.7616    -0.4234     0.4905     3.8397     2.7042     4.5154     0.0736     3.7182     0.8234    12.3850    11.5124     0.5225
   34.6992  -191.8768  1851.0099     0.6271     0.6773    -0.3847    -0.0305     0.5148     0.8568     0.7784    -0.5255     0.3435     3.8901     2.9509     4.4757     0.1240     3.7992     0.8489    12.4693    11.8435     0.4984
   34.8186  -191.7466  1850.9382     0.6250     0.6880    -0.3690    -0.2346     0.6163     0.7518     0.7446    -0.3833     0.5465     3.9304     3.1740     4.3903     0.0778     3.8673     0.8809    12.5153    12.1001     0.4838
   34.9378  -191.6142  1850.8690     0.6229     0.6977    -0.3539    -0.0340     0.4760     0.8788     0.7816    -0.5353     0.3202     3.9627     3.3917     4.3830     0.1134     3.9098     0.8920    12.5882    12.3045     0.4656
   35.0570  -191.4795  1850.8028     0.6204     0.7077    -0.3380    -0.2551     0.5896     0.7663     0.7416    -0.3892     0.5464     3.9858     3.5464     4.4367     0.0859     3.9373     0.8875    12.6486    12.4505     0.4521
   35.1761  -191.3423  1850.7390     0.6169     0.7172    -0.3243    -0.1612     0.5184     0.8398     0.7704    -0.4658     0.4354     4.0038     3.6404     4.4970     0.0911     3.9628     0.8812    12.6807    12.5627     0.4388
   35.2952  -191.2026  1850.6777     0.6138     0.7265    -0.3090    -0.1760     0.5074     0.8435     0.7696    -0.4634     0.4393     4.0020     3.7134     4.5478     0.0972     3.9610     0.8710    12.6796    12.5559     0.4255
   35.4142  -191.0604  1850.6190     0.6096     0.7356    -0.2955    -0.3368     0.5777     0.7435     0.7176    -0.3538     0.5999     3.9934     3.7189     4.5978     0.0763     3.9490     0.8589    12.6546    12.4933     0.4357
   35.5324  -190.9163  1850.5627     0.6046     0.7449    -0.2821    -0.2643     0.5217     0.8112     0.7514    -0.4158     0.5123     3.9756     3.6590     4.6636     0.0997     3.9225     0.8411    12.6123    12.3678     0.4642
   35.6500  -190.7699  1850.5090     0.5998     0.7537    -0.2686    -0.3087     0.5277     0.7914     0.7382    -0.3917     0.5492     3.9572     3.5764     4.7198     0.0725     3.8901     0.8242    12.5877    12.2418     0.5070
   35.7674  -190.6210  1850.4574     0.5949     0.7619    -0.2562    -0.3218     0.5178     0.7927     0.7366    -0.3891     0.5532     3.9379     3.5393     4.7735     0.0861     3.8570     0.8080    12.5529    12.1041     0.5395
   35.8843  -190.4697  1850.4081     0.5891     0.7706    -0.2433    -0.3754     0.5276     0.7620     0.7156    -0.3576     0.6001     3.9122     3.4727     4.6965     0.0821     3.8227     0.8140    12.4880    11.9345     0.5591
   36.0005  -190.3162  1850.3610     0.5837     0.7780    -0.2325    -0.3855     0.5175     0.7639     0.7146    -0.3562     0.6020     3.8806     3.4248     4.5823     0.0610     3.7875     0.8266    12.4065    11.7476     0.5645
   36.1161  -190.1608  1850.3157     0.5784     0.7847    -0.2229    -0.4295     0.5253     0.7346     0.6935    -0.3292     0.6409     3.8481     3.2935     4.4739     0.0683     3.7435     0.8367    12.3479    11.5560     0.5667
   36.2308  -190.0037  1850.2723     0.5726     0.7918    -0.2125    -0.4180     0.5050     0.7552     0.7053    -0.3435     0.6201     3.8231     3.2391     4.3875     0.0708     3.6868     0.8403    12.3912    11.4208     0.5702
   36.3447  -189.8447  1850.2308     0.5668     0.7985    -0.2029    -0.4711     0.5162     0.7152     0.6759    -0.3098     0.6688     3.8229     3.3371     4.3697     0.0596     3.7148     0.8501    12.2637    11.3893     0.5711
   36.4580  -189.6837  1850.1909     0.5613     0.8045    -0.1943    -0.4538     0.4955     0.7406     0.6921    -0.3275     0.6432     3.7892     3.3191     4.3301     0.0586     3.5425     0.8181    12.7122    11.2581     0.5618
   36.5703  -189.5213  1850.1527     0.5553     0.8107    -0.1856    -0.5279     0.5160     0.6746     0.6427    -0.2766     0.7145     3.7973     3.3116     4.2956     0.0637     3.6896     0.8589    12.1959    11.2494     0.5656
   36.6815  -189.3574  1850.1161     0.5491     0.8165    -0.1782    -0.5699     0.5218     0.6348     0.6113    -0.2470     0.7518     3.7953     3.3010     4.3390     0.0476     3.7071     0.8544    12.1312    11.2427     0.5716
   36.7918  -189.1920  1850.0807     0.5431     0.8217    -0.1725    -0.6481     0.5409     0.5361     0.5339    -0.1794     0.8263     3.7824     3.2925     4.3598     0.0500     3.7059     0.8500    12.0543    11.1679     0.5707
   36.9010  -189.0252  1850.0464     0.5364     0.8274    -0.1664    -0.6100     0.5164     0.6010     0.5832    -0.2209     0.7817     3.7568     3.2836     4.3660     0.0555     3.6841     0.8438    11.9740    11.0285     0.5582
   37.0090  -188.8570  1850.0133     0.5297     0.8328    -0.1607    -0.6899     0.5332     0.4896     0.4934    -0.1485     0.8570     3.7354     3.2491     4.3003     0.0471     3.6682     0.8530    11.8879    10.9017     0.5425
   37.1157  -188.6877  1849.9813     0.5234     0.8380    -0.1547    -0.5607     0.4753     0.6780     0.6416    -0.2681     0.7186     3.7071     3.2169     4.2198     0.0536     3.6443     0.8636    11.7953    10.7465     0.5328
   37.2212  -188.5173  1849.9504     0.5171     0.8424    -0.1515    -0.8552     0.5011    -0.1326    -0.0358     0.1981     0.9795     3.6783     3.2069     4.2035     0.0373     3.6131     0.8596    11.7227    10.5890     0.5279
   37.3253  -188.3462  1849.9199     0.5106     0.8470    -0.1482    -0.5753     0.4646     0.6732     0.6390    -0.2585     0.7245     3.6523     3.2024     4.1967     0.0559     3.5766     0.8522    11.6732    10.4376     0.5311
   37.4280  -188.1743  1849.8904     0.5043     0.8513    -0.1447    -0.8635     0.4960    -0.0908    -0.0055     0.1707     0.9853     3.6285     3.0899     4.1597     0.0354     3.5420     0.8515    11.6248    10.2937     0.5331
   37.5293  -188.0017  1849.8612     0.4972     0.8557    -0.1434    -0.7949     0.5155     0.3200     0.3477    -0.0451     0.9365     3.5985     2.9317     4.1142     0.0498     3.4921     0.8488    11.6064    10.1325     0.5376
   37.6289  -187.8286  1849.8325     0.4906     0.8598    -0.1415    -0.8585     0.5047     0.0902     0.1490     0.0772     0.9858     3.5709     2.7801     4.0558     0.0295     3.4520     0.8511    11.5522     9.9695     0.5481
